Language code (ISO 639-1),lang-code,en,fr,af,sq,ar,hy,bg,zh,zh-Hans,cs,nl,et,de,el,hi,hu,is,id,it,iu,ja,ko,lv,lt,pl,pt,pt-BR,ru,sk,es,th,tr,uk,vi
,geo-loc-placeholder,Enter placename&#44; postal code&#44; street address&#44; NTS number...,Indiquer le nom de l&#39;endroit&#44; le code postal&#44; l&#39;adresse (postale)&#44; le numéro du SNRC...,Dui die naam van die plek&#44; poskode&#44; adres (pos)&#44; die aantal NTS ...,Shënoni emrin e vendndodhjes&#44; kod postar&#44; adresa (postare)&#44; numri i NTS ...,تشير إلى اسم الموقع، والرمز البريدي والعنوان (البريدي)، وعدد من NTS ...,Նշեք անունը&#44; գտնվելու վայրը&#44; փոստային կոդը&#44; հասցեն&#44; (փոստային) համարը NTS ...,Посочете името на мястото&#44; пощенски код&#44; адрес (пощенски)&#44; броят на НТС ...,指示位置，郵編，地址（郵政），NTS數名...,指示位置，邮编，地址（邮政），NTS数名...,Uveďte název místa&#44; poštovní směrovací číslo&#44; adresu (poštovní)&#44; počet NTS ...,Vermeld de naam van de locatie&#44; postcode&#44; adres (post)&#44; het aantal NTS ...,Märkida nimi asukohta&#44; postiindeks&#44; aadress (postiaadress)&#44; kui palju on NTS ...,Geben Sie den Namen des Ortes&#44; Postleitzahl&#44; Adresse (Post)&#44; die Anzahl der NTS ...,Να αναφερθεί το όνομα της τοποθεσίας&#44; ταχυδρομικό κώδικα&#44; διεύθυνση (ταχυδρομική)&#44; ο αριθμός των NTS ...,स्थान&#44; ज़िप कोड&#44; पता (डाक)&#44; एनटीएस की संख्या के नाम का संकेत ...,Adja meg a helység nevét&#44; irányítószám&#44; cím (postai)&#44; a száma NTS ...,Tilgreina nafn staðsetningu&#44; póstnúmer&#44; heimilisfang (Postal)&#44; fjölda NTS ...,Menunjukkan nama lokasi&#44; kode pos&#44; alamat (pos)&#44; jumlah NTS ...,Indicare il nome della località&#44; CAP&#44; indirizzo (postale)&#44; il numero di NTS ...,ᓄᓇᓕᐅᑉᑕᐃᒎᓯᖓᑎᑎᕋᕐᓗᒍ&#44;ᑐᕌᕐᕕᖕᓄᑦᓇᓗᓇᐃᒃᑯᑕᖅ&#44;ᐊᑐᕆᐊᕐᒥᑐᕌᕈᑎᖓ&#44;ᑲᓇᑕᒥᓄᓇᙳᐊᖅᑎᒍᑦᓈᓴᐅᑎᖓ...,場所、郵便番号、住所（郵便）、エヌ·ティー·エスの数の名前を入力して...,"위치&#44; 우편 번호&#44; 주소 (우편), NTS의 개수의 이름을 나타내 ...",Norāda nosaukumu vietu&#44; pasta indekss&#44; adresi (pasta)&#44; skaits NTS ...,Nurodykite vietą&#44; pašto kodą&#44; adresą (pašto)&#44; į NBA numeris Pavadinimas ...,Podać nazwę miejscowości&#44; kod pocztowy&#44; adres (pocztowy)&#44; liczba NTS ...,Indicar o nome do local&#44; CEP&#44; endereço (postal)&#44; o número de NTS ...,Indicar o nome do local&#44; CEP&#44; endereço (postal)&#44; o número de NTS ...,Укажите название места&#44; почтовый индекс&#44; адрес (почтовый)&#44; количество НТС ...,Uveďte názov miesta&#44; poštové smerovacie číslo&#44; adresu (poštové)&#44; počet NTS ...,Indique el nombre de la localidad&#44; código postal&#44; dirección (postal)&#44; el número de NTS ...,ระบุชื่อสถานที่&#44; รหัสไปรษณีย์ที่อยู่ (ไปรษณีย์) จำนวน NTS ...,Konumu&#44; posta kodu&#44; adres (posta)&#44; NTS sayısının adını belirtin ...,Вкажіть назву місця&#44; поштовий індекс&#44; адреса (поштова)&#44; кількість НТС ...,Cho biết tên của địa điểm&#44; mã vùng&#44; địa chỉ (bưu điện)&#44; số lượng NTS ...
,geo-aoi-north,North,Nord,Noord,Veri,شمال,Հյուսիս,На север,北,北,Sever,Noorden,Põhja,Norden,βόρεια Προάστια,उत्तर,Észak,Norður,Utara,Nord,ᐅᐊᓐᓇᖅ,北,북쪽,Ziemeļu,Į šiaurę,Północ,Norte,Norte,К северу,Sever,Norte,เหนือ,Kuzey,На північ,Bắc
,geo-aoi-east,East,Est,Oos,Lindja,شرق,Արեւելք,Изток,東方,东方,Východ,Oosten,Ida,Osten,Ανατολή,पूर्व,Kelet,Austur,Timur,Oriente,ᑲᓇᓐᓇᖅ,東,동쪽,Austrumi,Rytų,Wschód,Leste,Leste,Восток,Východ,Este,ทางทิศตะวันออก,Doğu,Схід,Đông
,geo-aoi-south,South,Sud,Suid,Jug,جنوب,Հարավ,Юг,南,南,Na jih,Zuiden,lõuna,Süden,Νότια,दक्षिण,Dél,Suður,Selatan,Sud,ᓂᒋᖅ,南,남쪽으로,Dienvidu,Į pietus,Południe,Sul,Sul,Юг,Na juh,Sur,ใต้,Güney,Південь,Nam
,geo-aoi-west,West,Ouest,Weste,Perëndimi,غرب,Արեւմուտք,Запад,西方,西方,Západ,Westen,Lääs,Westen,Δύση,पश्चिम,Nyugat,Vestur,Barat,Occidente,ᐱᖓᓐᓇᖅ,西,서쪽,Rietumi,Vakarai,Zachód,Ocidente,Ocidente,Запад,Západ,Oeste,ทิศตะวันตก,Batı,Захід,Tây
,geo-aoi-instructions,"Draw box on map or enter coordinates below and click the ""Add"" button.","Délimiter un territoire sur la carte ou entrer les coordonnées ci-dessous, puis cliquer sur le bouton &#171;&#160;Ajouter&#160;&#187;.","Baken 'n gebied op die kaart of die onderstaande inligting in en kliek dan op die ""Teken""-knoppie.","Teken boks op kaart of ingaan koördinate hieronder en klik op die knoppie ""Voeg deur"".","مربع رسم على الخريطة أو أدخل إحداثيات أدناه وانقر على زر ""إضافة"".","Ոչ ոքի վանդակը քարտեզի վրա, կամ մուտք գործել համակարգում ստորեւ, եւ սեղմեք ""Ավելացնել"" կոճակը:","Равен кутия на картата или въведете координатите по-долу и кликнете върху бутона ""Добави"".",抽獎箱在地圖上或在下方輸入坐標，然後點擊“添加”按鈕。,抽奖箱在地图上或在下方输入坐标，然后点击“添加”按钮。,"Vymezit oblast na mapě nebo zadejte údaje níže a poté klikněte na tlačítko ""Přidat"".","Bakenen een gebied op de kaart of voer de onderstaande informatie in en klik op de ""Toevoegen"" button.","Joonista kasti kaardil või sisesta koordinaadid ja klikkige ""Lisa"" nuppu.","Zeichnen Feld auf der Karte oder geben Sie die Koordinaten ein und klicken Sie auf ""Hinzufügen"".","Σχεδιάστε το πλαίσιο στο χάρτη ή πληκτρολογήστε τις συντεταγμένες παρακάτω και κάντε κλικ στο κουμπί ""Προσθήκη"".","मानचित्र पर बॉक्स आकर्षित या नीचे निर्देशांक दर्ज करें और ""जोड़ें"" बटन पर क्लिक करें।","Döntetlen box a térképen vagy adja meg a koordinátákat, majd kattintson a ""Hozzáadás"" gombra.","Draw kassi á kortið eða sláðu hnit neðan og smelltu á ""Bæta við"" hnappinn.","Menggambar kotak pada peta atau masukkan koordinat di bawah ini dan klik tombol ""Add"".","Delineare un'area sulla mappa o inserire i dati qui sotto e fare clic sul pulsante ""Disegnare"".","ᐃᑦᑎᕐᕕᐅᔭᓕᕈᓄᓇᙳᐊᖅᓇᓗᓇᐃᒃᑯᑕᖏᓪᓘᓐᓃᑦᐃᓕᓗᒋᑦᑖᓐᓇᓗᓇᕿᓗᒍ""ᐃᓚᓯᓂᖅ""ᓇᕿᑦᑕᐅᑦ.","Disegnare scatola sulla mappa o inserire le coordinate di sotto e fare clic sul pulsante ""Aggiungi"".","지도에 상자를 그리거나 아래 좌표를 입력하고 ""추가""버튼을 클릭합니다.","Zīmēt rūtiņu uz kartes vai ievadīt koordinātas zemāk un noklikšķiniet uz pogas ""Pievienot"".","Lygiosios langelį žemėlapyje arba įveskite koordinates žemiau ir spustelėkite mygtuką ""Pridėti"".","Narysuj pole na mapie lub wprowadź współrzędne poniżej i kliknij na przycisk ""Dodaj"".","Caixa Desenhe no mapa ou inserir coordenadas abaixo e clique no botão ""Adicionar"".","Caixa Desenhe no mapa ou inserir coordenadas abaixo e clique no botão ""Adicionar"".","Нарисуйте окно на карте или введите координаты ниже и нажмите кнопку ""Добавить"".","Nakreslite rámček na mape alebo zadajte súradnice nižšie a kliknite na tlačidlo ""Pridať"".","Delimitar una zona en el mapa o rellene el formulario a continuación&#44; haga clic en el botón ""Añadir"".","วาดกล่องบนแผนที่หรือป้อนพิกัดด้านล่างและคลิกที่ปุ่ม ""เพิ่ม""","Harita üzerinde kutusu çizmek ya da aşağıdaki koordinatları girin ve ""Ekle"" düğmesine tıklayın.","Намалюйте вікно на карті або введіть координати нижче і натисніть кнопку ""Додати"".","Vẽ hộp trên bản đồ hoặc nhập tọa độ bên dưới và nhấp vào nút ""Add""."
,geo-aoi-btndraw,Draw,Tracer,Teken,Barazim,رسم,Նկարել,Равенство,畫,画,Kreslit,Trekken,Joonistama,Ziehen,Κλήρωση,खींचना,Rajzol,Draga,Menarik,Disegnare,ᑎᑎᖅᓯᓕ,描く,무승부,Izdarīt,Atkreipti,Rysować,Desenhar,Desenhar,Рисовать,Kresliť,Dibujar,วาด,Çizmek,Малювати,Vẽ
,geo-aoi-btnclear,Clear,Enlever,Verwyder,Heq,نزع,Հեռացնել,Премахнете,清除,清除,Odstranit,Verwijderen,Eemaldama,Entfernen,Κατάργηση,हटाना,Eltávolít,Fjarlægja,Menghapus,Rimuovere,ᐲᔭᕐᓕ,削除する,제거,Noņemt,Pašalinti,Usunąć,Remover,Remover,Удалять,Odstrániť,Eliminar,เอาออก,Kaldırmak,Видаляти,Hủy bỏ
,geo-aoi-btndraw-tip,Toogle draw mode,Activer/désactiver le mode dessin,Aktiveer / deaktiveer Teken af,Kthehet on / off mënyrën barazim,تشغيل / إيقاف وضع التعادل,Միացնել / անջատելու վիճակահանությունը ռեժիմը,Включване / изключване режим реми,開啟/關閉繪製模式,开启/关闭绘制模式,Zapnutí / vypnutí režimu remíza,Schakel aan / uit draw mode,Lülita sisse / välja loositud režiimil,Ein- / Ausschalten Zeichenmodus,Ενεργοποίηση / απενεργοποίηση της λειτουργίας κλήρωση,/ बंद ड्रा मोड को चालू करें,Kapcsolja be / ki sorsolás módban,Kveikja / slökkva á jafntefli ham,Mengaktifkan / menonaktifkan modus undian,Attivare la modalità / off draw,ᓇᓪᓕᐊᓐᓄᕋᐅᑦᑎᑎᖅᓯᔾᔪᑎ,/オフ描画モードをオンにします,온 / 오프 그리기 모드를 켜,Ieslēgt / izslēgt zīmēšanas režīmu,Įjungti / išjungti draw režimą,Włączyć / wyłączyć tryb rysowania,Ativar o modo / off empate,Ativar o modo / off empate,Включение / выключение режима вытяжки,Zapnutie / vypnutie režimu remíza,Activar el modo / apagado empate,เปิด / ปิดโหมดวาด,Açık / kapalı beraberlik modunu açın,Включення / вимикання режиму витяжки,Bật / tắt chế độ hòa
,geo-aoi-btnclear-tip,Clear coordinates and bounding box,Effacer les coordonnées et la boîte englobante,Duidelik koördinate en raam,Qartë Koordinon dhe bounding Box,واضح الإحداثيات والمربع المحيط,Մաքրել կոորդինատները,Изтрий Координати и очертаващ правоъгълник,明確的坐標和邊界框,明确的坐标和边界框,Jasné Souřadnice a Ohraničovací rámeček,Duidelijke Coördinaten en Selectiekader,Tühi koordinaadid ja piirdekate,Leere Koordinaten und Bounding Box,Αδειάστε Συντονίζει και Πλαίσιο οριοθέτησης,खाली निर्देशांक,Üres koordináták és befoglaló keret,Tæma Hnit og afmarka Box,Batal Koordinat,Cancella Coordinate e rettangolo di selezione,ᓇᓗᓇᐃᒃᑯᑕᑦᐲᔭᕐᓖᑦᓯᒃᑭᑦᑕᖓᓗ,クリア座標と境界ボックス,명확한 좌표와 경계 상자,Skaidrs Koordinātas un izgriezums,Išvalyti koordinuoja ir aprėpties langelis,Wyczyść Współrzędne i Obwiednia,Limpar Coordenadas e caixa delimitadora,Limpar Coordenadas e caixa delimitadora,Ясно Координаты и габаритный прямоугольник,Jasné Súradnice a Ohraničovacie rámček,Claro Coordina y Cuadro delimitador,พิกัดที่ชัดเจนและขอบเขตกล่อง,Temizle Koordinatlar ve Sınırlandırma Kutusu,Ясно Координати і габаритний прямокутник,rõ ràng Tọa độ
,geo-aoi-btnadd-tip,Update bounding box with new coordinates,Mettre à jour la boîte englobante selon les nouvelles coordonnées,Update bounding box with new coordinates,Kuti Update bounding me koordinata të reja,تحديث مربع إحاطة مع الإحداثيات الجديدة,Ոչ ոքի արկղը նոր կոորդինատները,Актуализация очертаващ правоъгълник с нови координати,與新坐標更新邊框,与新坐标更新边框,Aktualizace hraniční kvádr s novými souřadnicemi,Begrenzende bijwerken doos met nieuwe coördinaten,Värskenda piirdekasti uute koordinaadid,Update Begrenzungsrahmen mit neuen Koordinaten,Κουτί Ενημέρωση οριοθέτησης με νέες συντεταγμένες,नई निर्देशांक के साथ अद्यतन बॉक्स,Frissítés befoglaló doboz új koordinátákat,Bæta hljóp kassa með nýjum hnit,Perbarui kotak dengan koordinat baru,Scatola Aggiornamento delimitazione con nuove coordinate,ᓯᒃᑭᑦᑕᖅᓄᑖᓂᓇᓗᓇᐃᒃᑯᑎᓂᐃᓕᓯᕝᕕᐅᓕ,新しい座標で更新しバウンディングボックス,새로운 좌표 업데이트 경계 상자,Pievienot izgriezums ar jauniem koordinātēm,Atnaujinti aprėpties langelis su naujais koordinačių,Aktualizacja ograniczający pole współrzędnych na nowe,Caixa delimitadora atualização com novas coordenadas,Caixa delimitadora atualização com novas coordenadas,Обновление ограничивающая окно с новыми координатами,Aktualizácie hraničný kváder s novými súradnicami,Cuadro delimitador actualización con nuevas coordenadas,ปรับปรุงกล่อง bounding พิกัดใหม่,Yeni koordinatlarla Güncelleme sınırlayıcı kutu,Оновлення обмежує вікно з новими координатами,Cập nhật hộp bounding với tọa độ mới
,geo-geoloc-fail,Geolocation failed. Please ensure that location services are enabled.,Localisation a échoué. S'il vous plaît s'assurer que les services de localisation sont activés.,Plek gefaal het. Maak asseblief seker dat plek dienste word aangeskakel.,Vendndodhja dështuar. Ju lutemi të sigurojë që shërbimet lokacioni janë të aktivizuara.,فشل الموقع. يرجى التأكد من أن يتم تمكين خدمات الموقع.,"Որտեղից ձախողվեց. Խնդրում ենք համոզվել, որ այդ վայրում ծառայություններ հնարավորություն.","Местоположение провали. Моля, уверете се, че местоположението услуги са разрешени.",位置失敗。請確保該位置的服務被啟用。,位置失败。请确保该位置的服务被启用。,"Lokalita se nezdařilo. Ujistěte se, že umístění služby jsou povoleny.",Locatie mislukt. Zorg ervoor dat locatiediensten zijn ingeschakeld.,"Asukoht ei ole. Palun veenduge, et asukoha määramise teenuste on lubatud.","Lage fehlgeschlagen. Bitte stellen Sie sicher, dass die Ortungsdienste aktiviert sind.",Τοποθεσία απέτυχε. Παρακαλούμε βεβαιωθείτε ότι οι υπηρεσίες τοποθεσίας ενεργοποιημένη.,स्थान में विफल रहा है. स्थान सेवाएं सक्षम रहे हैं कि कृपया सुनिश्चित करें.,"Hely sikerült. Ügyeljen arra, hogy a helymeghatározó szolgáltatások engedélyezve vannak.",Staðsetning mistókst. Skaltu tryggja að staðsetningu þjónustu eru virk.,Lokalisasi gagal. Pastikan bahwa layanan lokasi diaktifkan.,Posizione non riuscita. Assicurarsi che i servizi di localizzazione sono abilitati.,ᐃᓂᖓᖃᐅᔨᔭᐅᙱᑦᑐᖅ.ᐃᓂᒥᖃᐅᔨᓴᕈᑎᐃᑭᓐᖔᕋᓗᐊᕐᒪᖔᑦᖃᐅᔨᒋᐊᕆᑦ.,場所は、失敗しました。位置情報サービスが有効になっていることを確認してください。,위치에 실패했습니다. 위치 서비스가 활성화되어 있는지 확인하십시오.,"Atrašanās vieta neizdevās. Lūdzu, pārliecinieties, ka uz atrašanās vietas pakalpojumi tiek iespējots.","Vieta nepavyko. Prašome užtikrinti, kad vietos nustatymo paslaugos yra įjungtas.","Lokalizacja nie powiodło się. Proszę upewnić się, że usługi lokalizacyjne są włączone.",Localização falhou. Certifique-se que os serviços de localização estão habilitados.,Localização falhou. Certifique-se que os serviços de localização estão habilitados.,"Расположение не удалось. Пожалуйста, убедитесь, что услуги определения местоположения включены.","Lokalita zlyhalo. Uistite sa, že umiestnenie služby sú povolené.",Ubicación falló. Por favor asegúrese de que los servicios de localización están habilitados.,ที่ล้มเหลว โปรดตรวจสอบว่าบริการสถานที่มีการใช้งาน,Yer başarısız oldu. Yer hizmetleri etkin olduğundan emin olun.,"Розташування не вдалося. Будь ласка, переконайтеся, що послуги визначення місця розташування включені.",Vị trí thất bại. Hãy đảm bảo rằng dịch vụ định vị được kích hoạt.
